Date,CenterID,ClassroomID,EnrollmentCount,FTEEnrollment,RatioRequired,StaffNeeded
8/20/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
8/20/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/20/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
8/20/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
8/21/2002,C-HP,CL-HPPS2-01,1,2,10,1
8/21/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/21/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
8/21/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/21/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
8/21/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
8/22/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
8/22/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/22/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
8/22/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/22/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
8/22/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
8/23/2002,C-HP,CL-HPPS2-01,1,2,10,1
8/23/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/23/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
8/23/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/23/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
8/23/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
8/26/2002,C-HP,CL-HPPS2-01,1,2,10,1
8/26/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/26/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
8/26/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/26/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
8/26/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
8/27/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
8/27/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/27/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
8/27/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/27/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
8/27/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
8/28/2002,C-HP,CL-HPPS2-01,1,2,10,1
8/28/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/28/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
8/28/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/28/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
8/28/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
8/29/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
8/29/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/29/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
8/29/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/29/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
8/29/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
8/30/2002,C-HP,CL-HPPS2-01,1,2,10,1
8/30/2002,C-JP,CL-JPPS1-01,1,1,6,1
8/30/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
8/30/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
8/30/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
8/30/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/2/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/2/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/2/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
9/2/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/2/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
9/2/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/3/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/3/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/3/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
9/3/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/3/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
9/3/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/4/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/4/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/4/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
9/4/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/4/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
9/4/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/5/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/5/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/5/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
9/5/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/5/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
9/5/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/6/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/6/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/6/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
9/6/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/6/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
9/6/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/9/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/9/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/9/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
9/9/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/9/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
9/9/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/10/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/10/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/10/2002,C-JP,CL-JPPS2-01,1,1.6,10,1
9/10/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/10/2002,C-LCV,CL-LCVPS-01,4,10.8,10,2
9/10/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/11/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/11/2002,C-JP,CL-JPPS1-01,1,1,6,1
9/11/2002,C-JP,CL-JPPS2-01,2,3.2,10,1
9/11/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/11/2002,C-LCV,CL-LCVPS-01,5,7.8,10,1
9/11/2002,C-LCV,CL-LCVTO-01,2,8.4,6,2
9/12/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/12/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
9/12/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/12/2002,C-LCV,CL-LCVPS-01,4,13.2,10,2
9/12/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/13/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/13/2002,C-JP,CL-JPPS2-01,3,4.2,10,1
9/13/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/13/2002,C-LCV,CL-LCVPS-01,4,5.4,10,1
9/13/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/16/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/16/2002,C-JP,CL-JPPS2-01,3,4.2,10,1
9/16/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/16/2002,C-LCV,CL-LCVPS-01,4,5.4,10,1
9/16/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/17/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/17/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
9/17/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/17/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
9/17/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/18/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/18/2002,C-JP,CL-JPPS2-01,3,4.2,10,1
9/18/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/18/2002,C-LCV,CL-LCVPS-01,4,5.4,10,1
9/18/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/19/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/19/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
9/19/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/19/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
9/19/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/20/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/20/2002,C-JP,CL-JPPS2-01,3,4.2,10,1
9/20/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/20/2002,C-LCV,CL-LCVPS-01,4,5.4,10,1
9/20/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/23/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/23/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
9/23/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/23/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
9/23/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/24/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/24/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
9/24/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/24/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
9/24/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/25/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/25/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
9/25/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/25/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
9/25/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/26/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
9/26/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
9/26/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/26/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
9/26/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/27/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/27/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
9/27/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
9/27/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
9/27/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
9/30/2002,C-HP,CL-HPPS2-01,1,2,10,1
9/30/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
9/30/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
9/30/2002,C-LCV,CL-LCVPS-01,2,2.2,10,1
9/30/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/1/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
10/1/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
10/1/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/1/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
10/1/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/2/2002,C-HP,CL-HPPS2-01,1,2,10,1
10/2/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/2/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/2/2002,C-LCV,CL-LCVPS-01,2,2.2,10,1
10/2/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/3/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
10/3/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
10/3/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/3/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
10/3/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/4/2002,C-HP,CL-HPPS2-01,1,2,10,1
10/4/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/4/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/4/2002,C-LCV,CL-LCVPS-01,2,2.2,10,1
10/4/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/7/2002,C-HP,CL-HPPS2-01,1,2,10,1
10/7/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/7/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/7/2002,C-LCV,CL-LCVPS-01,2,2.2,10,1
10/7/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/8/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
10/8/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
10/8/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/8/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
10/8/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/9/2002,C-HP,CL-HPPS2-01,1,2,10,1
10/9/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/9/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/9/2002,C-LCV,CL-LCVPS-01,2,2.2,10,1
10/9/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/10/2002,C-HP,CL-HPPS2-01,2,3.8,10,1
10/10/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
10/10/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/10/2002,C-LCV,CL-LCVPS-01,3,8.4,10,1
10/10/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/11/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/11/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/11/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/11/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/14/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/14/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/14/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/14/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/15/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/15/2002,C-JP,CL-JPPS2-01,2,2.6,10,1
10/15/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/15/2002,C-LCV,CL-LCVPS-01,4,10.4,10,2
10/15/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/16/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/16/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/16/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/16/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/17/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/17/2002,C-JP,CL-JPPS2-01,3,9,10,1
10/17/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/17/2002,C-LCV,CL-LCVPS-01,3,4,10,1
10/17/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/18/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/18/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/18/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/18/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/21/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/21/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/21/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/21/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/22/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/22/2002,C-JP,CL-JPPS2-01,3,9,10,1
10/22/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/22/2002,C-LCV,CL-LCVPS-01,3,4,10,1
10/22/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/23/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/23/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/23/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/23/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/24/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/24/2002,C-JP,CL-JPPS2-01,3,9,10,1
10/24/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/24/2002,C-LCV,CL-LCVPS-01,3,4,10,1
10/24/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/25/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/25/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/25/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/25/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/28/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/28/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/28/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/28/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/29/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/29/2002,C-JP,CL-JPPS2-01,3,9,10,1
10/29/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/29/2002,C-LCV,CL-LCVPS-01,3,4,10,1
10/29/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/30/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
10/30/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
10/30/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
10/30/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
10/31/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
10/31/2002,C-JP,CL-JPPS2-01,3,9,10,1
10/31/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
10/31/2002,C-LCV,CL-LCVPS-01,3,4,10,1
10/31/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/1/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/1/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/1/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/1/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/4/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/4/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/4/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/4/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/5/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/5/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/5/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/5/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/5/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/6/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/6/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/6/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/6/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/7/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/7/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/7/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/7/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/7/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/8/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/8/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/8/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/8/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/11/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/11/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/11/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/11/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/12/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/12/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/12/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/12/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/12/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/13/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/13/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/13/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/13/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/14/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/14/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/14/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/14/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/14/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/15/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/15/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/15/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/15/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/18/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/18/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/18/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/18/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/19/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/19/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/19/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/19/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/19/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/20/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/20/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/20/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/20/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/21/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/21/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/21/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/21/2002,C-LCV,CL-LCVPS-01,3,4,10,1
11/21/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/22/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/22/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/22/2002,C-LCV,CL-LCVPS-01,3,4.2,10,1
11/22/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/25/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/25/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/25/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
11/25/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/26/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/26/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/26/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/26/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
11/26/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/27/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/27/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/27/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
11/27/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/28/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
11/28/2002,C-JP,CL-JPPS2-01,3,9,10,1
11/28/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
11/28/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
11/28/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
11/29/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
11/29/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
11/29/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
11/29/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/2/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/2/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/2/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/2/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/3/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
12/3/2002,C-JP,CL-JPPS2-01,3,9,10,1
12/3/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
12/3/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
12/3/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/4/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/4/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/4/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/4/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/5/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
12/5/2002,C-JP,CL-JPPS2-01,3,9,10,1
12/5/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
12/5/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
12/5/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/6/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/6/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/6/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/6/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/9/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/9/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/9/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/9/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/10/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
12/10/2002,C-JP,CL-JPPS2-01,3,9,10,1
12/10/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
12/10/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
12/10/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/11/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/11/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/11/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/11/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/12/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
12/12/2002,C-JP,CL-JPPS2-01,3,9,10,1
12/12/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
12/12/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
12/12/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/13/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/13/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/13/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/13/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/16/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/16/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
12/16/2002,C-LCV,CL-LCVPS-01,4,4.8,10,1
12/16/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/17/2002,C-HP,CL-HPPS2-01,1,1.8,10,1
12/17/2002,C-JP,CL-JPPS2-01,3,9,10,1
12/17/2002,C-LCV,CL-LCVIN-01,2,4.2,4,2
12/17/2002,C-LCV,CL-LCVPS-01,2,3.6,10,1
12/17/2002,C-LCV,CL-LCVTO-01,3,10.8,6,2
12/18/2002,C-JP,CL-JPPS2-01,4,5.4,10,1
12/18/2002,C-LCV,CL-LCVIN-01,3,6.2,4,2
