EnrollmentID,ChildID,ClassroomID,CenterID,ScheduleType,RateName,InitialEnrollment,BeginningDate,FinishingDate,Notes
ENR0167,CH0612,CL-HPPS1-01,C-HP,Full-Time,25-26,2/24/2025,6/30/2026,6/30/2026,Rate policy change
ENR0167,CH0612,CL-HPPS1-01,C-HP,Full-Time,26-27 (Placeholder),2/24/2025,7/1/2026,8/25/2026,Rate policy change
ENR0168,CH0612,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),2/24/2025,8/26/2026,6/30/2027,Aged into new classroom; Schedule change
ENR0168,CH0612,CL-HPPS2-01,C-HP,Part-Time-2Day,27-28 (Placeholder),2/24/2025,7/1/2027,6/30/2028,Rate policy change
ENR0168,CH0612,CL-HPPS2-01,C-HP,Part-Time-2Day,28-29 (Placeholder),2/24/2025,7/1/2028,8/26/2028,Rate policy change
ENR0169,CH0613,CL-HPPS1-01,C-HP,Full-Time,24-25,12/16/2024,12/16/2024,5/16/2025,Initial enrollment
ENR0170,CH0613,CL-HPPS2-01,C-HP,Full-Time,24-25,12/16/2024,5/17/2025,6/30/2025,Aged into new classroom
ENR0170,CH0613,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,12/16/2024,7/1/2025,6/29/2026,Rate policy change
ENR0170,CH0613,CL-HPPS2-01,C-HP,Full-Time,25-26,12/16/2024,6/30/2026,6/30/2026,Rate policy change
ENR0170,CH0613,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),12/16/2024,7/1/2026,5/17/2027,Rate policy change
ENR0171,CH0614,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,2/17/2025,2/17/2025,6/30/2025,Initial enrollment
ENR0171,CH0614,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,2/17/2025,7/1/2025,10/17/2025,Rate policy change
ENR0172,CH0614,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,2/17/2025,10/18/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0172,CH0614,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,2/17/2025,6/30/2026,6/30/2026,Rate policy change
ENR0172,CH0614,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),2/17/2025,7/1/2026,6/30/2027,Rate policy change
ENR0172,CH0614,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),2/17/2025,7/1/2027,10/18/2027,Rate policy change
ENR0173,CH0615,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,4/15/2025,4/15/2025,6/30/2025,Initial enrollment
ENR0173,CH0615,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,4/15/2025,7/1/2025,3/15/2026,Rate policy change
ENR0174,CH0615,CL-HPPS2-01,C-HP,Part-Time-2Day,25-26,4/15/2025,3/16/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0174,CH0615,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),4/15/2025,7/1/2026,6/30/2027,Rate policy change
ENR0174,CH0615,CL-HPPS2-01,C-HP,Part-Time-2Day,27-28 (Placeholder),4/15/2025,7/1/2027,3/16/2028,Rate policy change
ENR0175,CH0616,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,3/27/2025,3/27/2025,6/27/2025,Initial enrollment
ENR0176,CH0616,CL-HPPS2-01,C-HP,Full-Time,24-25,3/27/2025,6/28/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0176,CH0616,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,3/27/2025,7/1/2025,6/29/2026,Rate policy change
ENR0176,CH0616,CL-HPPS2-01,C-HP,Full-Time,25-26,3/27/2025,6/30/2026,6/30/2026,Rate policy change
ENR0176,CH0616,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),3/27/2025,7/1/2026,6/28/2027,Rate policy change
ENR0177,CH0617,CL-HPTO-01,C-HP,Full-Time,24-25,11/23/2024,11/23/2024,2/23/2025,Initial enrollment
ENR0178,CH0617,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,11/23/2024,2/24/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0178,CH0617,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,11/23/2024,7/1/2025,2/24/2026,Rate policy change
ENR0179,CH0617,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,11/23/2024,2/25/2026,6/30/2026,Aged into new classroom; Rate policy change
ENR0179,CH0617,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),11/23/2024,7/1/2026,6/30/2027,Rate policy change
ENR0179,CH0617,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),11/23/2024,7/1/2027,2/25/2028,Rate policy change
ENR0180,CH0618,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,12/13/2024,12/13/2024,6/13/2025,Initial enrollment
ENR0181,CH0618,CL-HPPS2-01,C-HP,Part-Time-2Day,24-25,12/13/2024,6/14/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0181,CH0618,CL-HPPS2-01,C-HP,Part-Time-2Day,25-26 Grandfathered,12/13/2024,7/1/2025,6/29/2026,Rate policy change
ENR0181,CH0618,CL-HPPS2-01,C-HP,Part-Time-2Day,25-26,12/13/2024,6/30/2026,6/30/2026,Rate policy change
ENR0181,CH0618,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),12/13/2024,7/1/2026,6/14/2027,Rate policy change
ENR0182,CH0619,CL-HPPS1-01,C-HP,Part-Time-2Day,24-25,3/26/2025,3/26/2025,6/30/2025,Initial enrollment
ENR0182,CH0619,CL-HPPS1-01,C-HP,Part-Time-2Day,25-26 Grandfathered,3/26/2025,7/1/2025,1/26/2026,Rate policy change
ENR0183,CH0619,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,3/26/2025,1/27/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0183,CH0619,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),3/26/2025,7/1/2026,6/30/2027,Rate policy change
ENR0183,CH0619,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),3/26/2025,7/1/2027,1/27/2028,Rate policy change
ENR0184,CH0620,CL-HPPS1-01,C-HP,Full-Time,24-25,3/30/2025,3/30/2025,6/30/2025,Initial enrollment
ENR0184,CH0620,CL-HPPS1-01,C-HP,Full-Time,25-26 Grandfathered,3/30/2025,7/1/2025,8/30/2025,Rate policy change
ENR0185,CH0620,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,3/30/2025,8/31/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0185,CH0620,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,3/30/2025,6/30/2026,6/30/2026,Rate policy change
ENR0185,CH0620,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),3/30/2025,7/1/2026,6/30/2027,Rate policy change
ENR0185,CH0620,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),3/30/2025,7/1/2027,8/31/2027,Rate policy change
ENR0186,CH0621,CL-HPPS1-01,C-HP,Full-Time,24-25,3/24/2025,3/24/2025,5/24/2025,Initial enrollment
ENR0187,CH0621,CL-HPPS2-01,C-HP,Part-Time-3Day,24-25,3/24/2025,5/25/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0187,CH0621,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,3/24/2025,7/1/2025,6/29/2026,Rate policy change
ENR0187,CH0621,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,3/24/2025,6/30/2026,6/30/2026,Rate policy change
ENR0187,CH0621,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),3/24/2025,7/1/2026,5/25/2027,Rate policy change
ENR0188,CH0622,CL-HPPS1-01,C-HP,Full-Time,24-25,11/5/2024,11/5/2024,6/30/2025,Initial enrollment
ENR0188,CH0622,CL-HPPS1-01,C-HP,Full-Time,25-26 Grandfathered,11/5/2024,7/1/2025,11/5/2025,Rate policy change
ENR0189,CH0622,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,11/5/2024,11/6/2025,6/29/2026,Aged into new classroom
ENR0189,CH0622,CL-HPPS2-01,C-HP,Full-Time,25-26,11/5/2024,6/30/2026,6/30/2026,Rate policy change
ENR0189,CH0622,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),11/5/2024,7/1/2026,6/30/2027,Rate policy change
ENR0189,CH0622,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),11/5/2024,7/1/2027,11/6/2027,Rate policy change
ENR0190,CH0623,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,12/23/2024,12/23/2024,6/30/2025,Initial enrollment
ENR0190,CH0623,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,12/23/2024,7/1/2025,12/23/2025,Rate policy change
ENR0191,CH0623,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,12/23/2024,12/24/2025,6/29/2026,Aged into new classroom
ENR0191,CH0623,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,12/23/2024,6/30/2026,6/30/2026,Rate policy change
ENR0191,CH0623,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),12/23/2024,7/1/2026,6/30/2027,Rate policy change
ENR0191,CH0623,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),12/23/2024,7/1/2027,12/24/2027,Rate policy change
ENR0192,CH0624,CL-HPPS1-01,C-HP,Full-Time,24-25,2/10/2025,2/10/2025,6/30/2025,Initial enrollment
ENR0192,CH0624,CL-HPPS1-01,C-HP,Full-Time,25-26 Grandfathered,2/10/2025,7/1/2025,11/10/2025,Rate policy change
ENR0193,CH0624,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,2/10/2025,11/11/2025,6/29/2026,Aged into new classroom
ENR0193,CH0624,CL-HPPS2-01,C-HP,Full-Time,25-26,2/10/2025,6/30/2026,6/30/2026,Rate policy change
ENR0193,CH0624,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),2/10/2025,7/1/2026,6/30/2027,Rate policy change
ENR0193,CH0624,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),2/10/2025,7/1/2027,11/11/2027,Rate policy change
ENR0194,CH0625,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,4/6/2025,4/6/2025,6/30/2025,Initial enrollment
ENR0194,CH0625,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,4/6/2025,7/1/2025,9/6/2025,Rate policy change
ENR0195,CH0625,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,4/6/2025,9/7/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0195,CH0625,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,4/6/2025,6/30/2026,6/30/2026,Rate policy change
ENR0195,CH0625,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),4/6/2025,7/1/2026,6/30/2027,Rate policy change
ENR0195,CH0625,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),4/6/2025,7/1/2027,9/7/2027,Rate policy change
ENR0196,CH0626,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,3/5/2025,3/5/2025,6/30/2025,Initial enrollment
ENR0196,CH0626,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,3/5/2025,7/1/2025,2/5/2026,Rate policy change
ENR0197,CH0626,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,3/5/2025,2/6/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0197,CH0626,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),3/5/2025,7/1/2026,6/30/2027,Rate policy change
ENR0197,CH0626,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),3/5/2025,7/1/2027,2/6/2028,Rate policy change
ENR0198,CH0627,CL-HPTO-01,C-HP,Full-Time,24-25,2/3/2025,2/3/2025,3/3/2025,Initial enrollment
ENR0199,CH0627,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,2/3/2025,3/4/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0199,CH0627,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,2/3/2025,7/1/2025,3/4/2026,Rate policy change
ENR0200,CH0627,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26,2/3/2025,3/5/2026,6/30/2026,Aged into new classroom; Rate policy change
ENR0200,CH0627,CL-HPPS2-01,C-HP,Part-Time-3Day,26-27 (Placeholder),2/3/2025,7/1/2026,6/30/2027,Rate policy change
ENR0200,CH0627,CL-HPPS2-01,C-HP,Part-Time-3Day,27-28 (Placeholder),2/3/2025,7/1/2027,3/5/2028,Rate policy change
ENR0201,CH0628,CL-HPPS2-01,C-HP,Part-Time-3Day,24-25,10/27/2024,10/27/2024,6/30/2025,Initial enrollment
ENR0201,CH0628,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,10/27/2024,7/1/2025,12/31/2025,Rate policy change
ENR0202,CH0629,CL-HPPS2-01,C-HP,Part-Time-3Day,24-25,12/30/2024,12/30/2024,6/30/2025,Initial enrollment
ENR0202,CH0629,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,12/30/2024,7/1/2025,12/31/2025,Rate policy change
ENR0203,CH0630,CL-HPPS2-01,C-HP,Part-Time-3Day,24-25,3/20/2025,3/20/2025,5/20/2025,Initial enrollment
ENR0204,CH0631,CL-HPPS2-01,C-HP,Full-Time,24-25,4/7/2025,4/7/2025,6/30/2025,Initial enrollment
ENR0204,CH0631,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,4/7/2025,7/1/2025,6/29/2026,Rate policy change
ENR0204,CH0631,CL-HPPS2-01,C-HP,Full-Time,25-26,4/7/2025,6/30/2026,6/30/2026,Rate policy change
ENR0204,CH0631,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),4/7/2025,7/1/2026,1/7/2027,Rate policy change
ENR0205,CH0632,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,3/14/2025,3/14/2025,4/14/2025,Initial enrollment
ENR0206,CH0632,CL-HPPS2-01,C-HP,Full-Time,24-25,3/14/2025,4/15/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0206,CH0632,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,3/14/2025,7/1/2025,6/29/2026,Rate policy change
ENR0206,CH0632,CL-HPPS2-01,C-HP,Full-Time,25-26,3/14/2025,6/30/2026,6/30/2026,Rate policy change
ENR0206,CH0632,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),3/14/2025,7/1/2026,4/15/2027,Rate policy change
ENR0207,CH0633,CL-HPPS2-01,C-HP,Part-Time-3Day,24-25,11/4/2024,11/4/2024,6/30/2025,Initial enrollment
ENR0207,CH0633,CL-HPPS2-01,C-HP,Part-Time-3Day,25-26 Grandfathered,11/4/2024,7/1/2025,7/4/2025,Rate policy change
ENR0208,CH0634,CL-HPPS2-01,C-HP,Full-Time,24-25,1/24/2025,1/24/2025,6/30/2025,Initial enrollment
ENR0208,CH0634,CL-HPPS2-01,C-HP,Full-Time,25-26 Grandfathered,1/24/2025,7/1/2025,6/29/2026,Rate policy change
ENR0208,CH0634,CL-HPPS2-01,C-HP,Full-Time,25-26,1/24/2025,6/30/2026,6/30/2026,Rate policy change
ENR0208,CH0634,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),1/24/2025,7/1/2026,11/24/2026,Rate policy change
ENR0209,CH0635,CL-TDIN-01,C-TD,Full-Time,24-25,2/13/2025,2/13/2025,6/30/2025,Initial enrollment
ENR0209,CH0635,CL-TDIN-01,C-TD,Full-Time,25-26 Grandfathered,2/13/2025,7/1/2025,12/13/2025,Rate policy change
ENR0210,CH0636,CL-TDIN-01,C-TD,Part-Time-3Day,24-25,10/28/2024,10/28/2024,6/30/2025,Initial enrollment
ENR0210,CH0636,CL-TDIN-01,C-TD,Part-Time-3Day,25-26 Grandfathered,10/28/2024,7/1/2025,8/28/2025,Rate policy change
ENR0211,CH0637,CL-TDIN-01,C-TD,Full-Time,24-25,8/8/2024,8/8/2024,6/8/2025,Initial enrollment
ENR0212,CH0639,CL-TDIN-01,C-TD,Part-Time-3Day,1997-2024,1/20/2024,1/20/2024,6/30/2024,Initial enrollment
ENR0212,CH0639,CL-TDIN-01,C-TD,Part-Time-3Day,24-25,1/20/2024,7/1/2024,9/20/2024,Rate policy change
ENR0213,CH0641,CL-TDIN-01,C-TD,Full-Time,1997-2024,2/1/2024,2/1/2024,4/1/2024,Initial enrollment
ENR0214,CH0643,CL-TDIN-01,C-TD,Full-Time,1997-2024,11/15/2023,11/15/2023,5/15/2024,Initial enrollment
ENR0215,CH0644,CL-TDIN-01,C-TD,Part-Time-3Day,1997-2024,1/14/2023,1/14/2023,9/14/2023,Initial enrollment
ENR0216,CH0645,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,3/6/2025,3/6/2025,6/30/2025,Initial enrollment
ENR0216,CH0645,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,3/6/2025,7/1/2025,12/31/2025,Rate policy change
ENR0217,CH0646,CL-TDTO-01,C-TD,Part-Time-3Day,24-25,3/13/2025,3/13/2025,4/13/2025,Initial enrollment
ENR0218,CH0646,CL-TDPS-01,C-TD,Part-Time-2Day,24-25,3/13/2025,4/14/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0218,CH0646,CL-TDPS-01,C-TD,Part-Time-2Day,25-26 Grandfathered,3/13/2025,7/1/2025,6/29/2026,Rate policy change
ENR0218,CH0646,CL-TDPS-01,C-TD,Part-Time-2Day,25-26,3/13/2025,6/30/2026,6/30/2026,Rate policy change
ENR0218,CH0646,CL-TDPS-01,C-TD,Part-Time-2Day,26-27 (Placeholder),3/13/2025,7/1/2026,6/30/2027,Rate policy change
ENR0218,CH0646,CL-TDPS-01,C-TD,Part-Time-2Day,27-28 (Placeholder),3/13/2025,7/1/2027,10/14/2027,Rate policy change
ENR0219,CH0647,CL-TDIN-01,C-TD,Full-Time,1997-2024,10/17/2022,10/17/2022,7/17/2023,Initial enrollment
ENR0220,CH0648,CL-TDPS-01,C-TD,Full-Time,24-25,2/26/2025,2/26/2025,6/30/2025,Initial enrollment
ENR0220,CH0648,CL-TDPS-01,C-TD,Full-Time,25-26 Grandfathered,2/26/2025,7/1/2025,6/29/2026,Rate policy change
ENR0220,CH0648,CL-TDPS-01,C-TD,Full-Time,25-26,2/26/2025,6/30/2026,6/30/2026,Rate policy change
ENR0220,CH0648,CL-TDPS-01,C-TD,Full-Time,26-27 (Placeholder),2/26/2025,7/1/2026,10/26/2026,Rate policy change
ENR0221,CH0649,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,11/14/2024,11/14/2024,6/30/2025,Initial enrollment
ENR0221,CH0649,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,11/14/2024,7/1/2025,6/29/2026,Rate policy change
ENR0221,CH0649,CL-TDPS-01,C-TD,Part-Time-3Day,25-26,11/14/2024,6/30/2026,6/30/2026,Rate policy change
ENR0221,CH0649,CL-TDPS-01,C-TD,Part-Time-3Day,26-27 (Placeholder),11/14/2024,7/1/2026,8/14/2026,Rate policy change
ENR0222,ChildA-1007,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,1/20/2023,1/20/2023,12/20/2023,Initial enrollment
ENR0223,ChildA-1007,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,1/20/2023,12/21/2023,6/30/2024,Aged into new classroom
ENR0223,ChildA-1007,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,1/20/2023,7/1/2024,12/21/2024,Rate policy change
ENR0224,ChildA-1007,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,1/20/2023,12/22/2024,6/30/2025,Aged into new classroom; Schedule change
ENR0224,ChildA-1007,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,1/20/2023,7/1/2025,6/29/2026,Rate policy change
ENR0224,ChildA-1007,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,1/20/2023,6/30/2026,6/30/2026,Rate policy change
ENR0224,ChildA-1007,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),1/20/2023,7/1/2026,12/22/2026,Rate policy change
ENR0225,ChildA-1010,CL-TDPS-01,C-TD,Full-Time,24-25,1/17/2025,1/17/2025,6/30/2025,Initial enrollment
ENR0225,ChildA-1010,CL-TDPS-01,C-TD,Full-Time,25-26 Grandfathered,1/17/2025,7/1/2025,10/17/2025,Rate policy change
ENR0226,ChildA-1065,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,3/17/2025,3/17/2025,6/30/2025,Initial enrollment
ENR0226,ChildA-1065,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,3/17/2025,7/1/2025,12/31/2025,Rate policy change
ENR0227,ChildA-1127,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,2/1/2025,2/1/2025,6/30/2025,Initial enrollment
ENR0227,ChildA-1127,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,2/1/2025,7/1/2025,6/29/2026,Rate policy change
ENR0227,ChildA-1127,CL-TDPS-01,C-TD,Part-Time-3Day,25-26,2/1/2025,6/30/2026,6/30/2026,Rate policy change
ENR0227,ChildA-1127,CL-TDPS-01,C-TD,Part-Time-3Day,26-27 (Placeholder),2/1/2025,7/1/2026,6/30/2027,Rate policy change
ENR0228,ChildA-1158,CL-JPIN-01,C-JP,Part-Time-2Day,1997-2024,6/22/2021,6/22/2021,2/22/2022,Initial enrollment
ENR0229,ChildA-1158,CL-JPTO-01,C-JP,Full-Time,1997-2024,6/22/2021,2/23/2022,1/23/2023,Aged into new classroom; Schedule change
ENR0230,ChildA-1158,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,6/22/2021,1/24/2023,1/24/2024,Aged into new classroom; Schedule change
ENR0231,ChildA-1158,CL-JPPS2-01,C-JP,Full-Time,1997-2024,6/22/2021,1/25/2024,6/30/2024,Aged into new classroom; Schedule change
ENR0231,ChildA-1158,CL-JPPS2-01,C-JP,Full-Time,24-25,6/22/2021,7/1/2024,6/30/2025,Rate policy change
ENR0231,ChildA-1158,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,6/22/2021,7/1/2025,12/31/2025,Rate policy change
ENR0232,ChildA-1181,CL-HPTO-01,C-HP,Full-Time,1997-2024,10/29/2023,10/29/2023,11/29/2023,Initial enrollment
ENR0233,ChildA-1181,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,10/29/2023,11/30/2023,6/30/2024,Aged into new classroom; Schedule change
ENR0233,ChildA-1181,CL-HPPS1-01,C-HP,Part-Time-3Day,24-25,10/29/2023,7/1/2024,11/30/2024,Rate policy change
ENR0234,ChildA-1181,CL-HPPS2-01,C-HP,Part-Time-2Day,24-25,10/29/2023,12/1/2024,6/30/2025,Aged into new classroom; Schedule change
ENR0234,ChildA-1181,CL-HPPS2-01,C-HP,Part-Time-2Day,25-26 Grandfathered,10/29/2023,7/1/2025,6/29/2026,Rate policy change
ENR0234,ChildA-1181,CL-HPPS2-01,C-HP,Part-Time-2Day,25-26,10/29/2023,6/30/2026,6/30/2026,Rate policy change
ENR0234,ChildA-1181,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),10/29/2023,7/1/2026,12/1/2026,Rate policy change
ENR0235,ChildA-1276,CL-TDTO-01,C-TD,Full-Time,1997-2024,11/12/2023,11/12/2023,1/12/2024,Initial enrollment
ENR0236,ChildA-1276,CL-TDPS-01,C-TD,Full-Time,1997-2024,11/12/2023,1/13/2024,6/30/2024,Aged into new classroom
ENR0236,ChildA-1276,CL-TDPS-01,C-TD,Full-Time,24-25,11/12/2023,7/1/2024,6/30/2025,Rate policy change
ENR0236,ChildA-1276,CL-TDPS-01,C-TD,Full-Time,25-26 Grandfathered,11/12/2023,7/1/2025,6/29/2026,Rate policy change
ENR0236,ChildA-1276,CL-TDPS-01,C-TD,Full-Time,25-26,11/12/2023,6/30/2026,6/30/2026,Rate policy change
ENR0236,ChildA-1276,CL-TDPS-01,C-TD,Full-Time,26-27 (Placeholder),11/12/2023,7/1/2026,7/13/2026,Rate policy change
ENR0237,ChildA-1311,CL-TDTO-01,C-TD,Part-Time-2Day,24-25,8/26/2024,8/26/2024,6/26/2025,Initial enrollment
ENR0238,ChildA-1311,CL-TDPS-01,C-TD,Full-Time,24-25,8/26/2024,6/27/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0238,ChildA-1311,CL-TDPS-01,C-TD,Full-Time,25-26 Grandfathered,8/26/2024,7/1/2025,6/29/2026,Rate policy change
ENR0238,ChildA-1311,CL-TDPS-01,C-TD,Full-Time,25-26,8/26/2024,6/30/2026,6/30/2026,Rate policy change
ENR0238,ChildA-1311,CL-TDPS-01,C-TD,Full-Time,26-27 (Placeholder),8/26/2024,7/1/2026,6/30/2027,Rate policy change
ENR0238,ChildA-1311,CL-TDPS-01,C-TD,Full-Time,27-28 (Placeholder),8/26/2024,7/1/2027,12/27/2027,Rate policy change
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,1997-2024,6/6/2024,6/6/2024,6/5/2024,Initial enrollment
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,6/6/2024,7/1/2024,6/30/2024,Rate policy change
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,6/6/2024,6/30/2025,6/29/2025,Aged into new classroom
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,6/6/2024,7/1/2025,6/30/2025,Rate policy change
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,1997-2024,12/4/2024,6/6/2024,6/30/2024,Continued enrollment
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,12/4/2024,7/1/2024,12/3/2024,Continued enrollment
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,24-25,12/4/2024,6/30/2025,6/30/2025,Continued enrollment
ENR0239,ChildA-1356,CL-TDPS-01,C-TD,Part-Time-3Day,25-26 Grandfathered,12/4/2024,7/1/2025,11/6/2025,Continued enrollment
ENR0240,ChildA-1356,CL-TDIN-01,C-TD,Part-Time-3Day,24-25,6/6/2024,12/4/2024,12/3/2024,Aged into new classroom
ENR0240,ChildA-1356,CL-TDIN-01,C-TD,Part-Time-3Day,24-25,12/4/2024,12/4/2024,6/29/2025,Continued enrollment
ENR0241,ChildA-1454,CL-JPIN-01,C-JP,Full-Time,1997-2024,12/30/2014,9/12/2022,9/11/2022,Aged into new classroom; Schedule change
ENR0241,ChildA-1454,CL-JPIN-01,C-JP,Full-Time,1997-2024,9/12/2022,9/12/2022,1/12/2023,Continued enrollment
ENR0242,ChildA-1454,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,12/30/2014,1/13/2023,1/12/2023,Aged into new classroom; Schedule change
ENR0242,ChildA-1454,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,9/12/2022,1/13/2023,12/13/2023,Continued enrollment
ENR0243,ChildA-1454,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,12/30/2014,12/14/2023,12/13/2023,Aged into new classroom
ENR0243,ChildA-1454,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,12/30/2014,7/1/2024,6/30/2024,Rate policy change
