PaymentID,ChildID,GivingEntityID,PaymentDate,LinkedInvoiceID,AmountPaid,PaymentMethod,Notes
PMID0000000001439,ChildA-1038,IND0779,1/8/2005,INV2004120002,540,Credit Card,Family payment
PMID0000000001440,ChildA-1063,IND0401,1/1/2005,INV2004120003,896,Credit Card,Family payment
PMID0000000001441,ChildA-1075,SUB002,1/18/2005,INV2004120004,940.1,Agency ACH,Subsidy payment
PMID0000000001442,ChildA-1075,ChildA-1075-FAM,1/7/2005,INV2004120004,165.9,Check,Family payment
PMID0000000001443,ChildA-1083,FAM0809,1/4/2005,INV2004120005,1323,Credit Card,Family payment
PMID0000000001444,ChildA-1216,FAM0593,1/2/2005,INV2004120006,540,Check,Family payment
PMID0000000001445,ChildA-1235,IND0524,1/1/2005,INV2004120007,1106,Credit Card,Family payment
PMID0000000001446,ChildA-1301,FAM0715,1/7/2005,INV2004120008,1105,ACH,Family payment
PMID0000000001447,ChildA-1308,FAM0024,1/16/2005,INV2004120009,1105,ACH,Family payment
PMID0000000001448,ChildA-1368,FAM0570,1/10/2005,INV2004120010,540,ACH,Family payment
PMID0000000001449,ChildA-1373,FAM0536,1/3/2005,INV2004120011,1106,Check,Family payment
PMID0000000001450,ChildA-1420,FAM0409,1/1/2005,INV2004120012,1105,Credit Card,Family payment
PMID0000000001451,ChildA-1513,IND0266,1/5/2005,INV2004120013,1323,Check,Family payment
PMID0000000001452,ChildA-1602,FAM0080,1/3/2005,INV2004120014,896,ACH,Family payment
PMID0000000001453,ChildA-1642,FAM0177,12/31/2004,INV2004120015,1106,Credit Card,Family payment
PMID0000000001454,ChildA-1740,FAM0483,1/8/2005,INV2004120016,896,Credit Card,Family payment
PMID0000000001455,ChildA-1750,FAM0506,1/8/2005,INV2004120017,1323,Check,Family payment
PMID0000000001456,ChildA-1838,IND0581,1/10/2005,INV2004120018,896,Credit Card,Family payment
PMID0000000001457,ChildA-2022,FAM0445,1/3/2005,INV2004120019,896,Check,Family payment
PMID0000000001458,ChildA-2088,SUB002,1/31/2005,INV2004120020,761.6,Agency ACH,Subsidy payment
PMID0000000001459,ChildA-2088,ChildA-2088-FAM,1/1/2005,INV2004120020,134.4,ACH,Family payment
PMID0000000001460,ChildA-2090,SUB002,1/31/2005,INV2004120021,939.25,Agency ACH,Subsidy payment
PMID0000000001461,ChildA-2090,ChildA-2090-FAM,12/31/2004,INV2004120021,165.75,ACH,Family payment
PMID0000000001462,ChildA-2144,IND0456,1/9/2005,INV2004120022,1105,Check,Family payment
PMID0000000001463,ChildA-2448,IND0675,1/8/2005,INV2004120023,1323,Credit Card,Family payment
PMID0000000001464,ChildA-2482,IND0400,1/1/2005,INV2004120024,540,ACH,Family payment
PMID0000000001465,ChildA-1004,FAM0472,2/10/2005,INV2005010001,1500,ACH,Family payment
PMID0000000001466,ChildA-1038,IND0779,2/10/2005,INV2005010002,540,ACH,Family payment
PMID0000000001467,ChildA-1063,IND0401,2/1/2005,INV2005010003,896,Check,Family payment
PMID0000000001468,ChildA-1075,SUB002,3/10/2005,INV2005010004,940.1,Agency ACH,Subsidy payment
PMID0000000001469,ChildA-1075,ChildA-1075-FAM,2/6/2005,INV2005010004,165.9,Check,Family payment
PMID0000000001470,ChildA-1083,FAM0809,2/9/2005,INV2005010005,1323,Check,Family payment
PMID0000000001471,ChildA-1216,FAM0593,2/6/2005,INV2005010006,540,Credit Card,Family payment
PMID0000000001472,ChildA-1235,IND0524,2/7/2005,INV2005010007,1106,ACH,Family payment
PMID0000000001473,ChildA-1301,FAM0715,2/4/2005,INV2005010008,1105,Credit Card,Family payment
PMID0000000001474,ChildA-1308,FAM0024,2/1/2005,INV2005010009,1105,ACH,Family payment
PMID0000000001475,ChildA-1368,FAM0570,2/2/2005,INV2005010010,540,Credit Card,Family payment
PMID0000000001476,ChildA-1420,FAM0409,2/9/2005,INV2005010011,1105,ACH,Family payment
PMID0000000001477,ChildA-1513,IND0266,2/7/2005,INV2005010012,1323,Check,Family payment
PMID0000000001478,ChildA-1602,FAM0080,2/4/2005,INV2005010013,896,ACH,Family payment
PMID0000000001479,ChildA-1642,FAM0177,1/31/2005,INV2005010014,1106,Credit Card,Family payment
PMID0000000001480,ChildA-1740,FAM0483,2/6/2005,INV2005010015,896,ACH,Family payment
PMID0000000001481,ChildA-1750,FAM0506,2/4/2005,INV2005010016,1323,ACH,Family payment
PMID0000000001482,ChildA-2022,FAM0445,2/6/2005,INV2005010017,896,Credit Card,Family payment
PMID0000000001483,ChildA-2088,SUB002,3/2/2005,INV2005010018,761.6,Agency ACH,Subsidy payment
PMID0000000001484,ChildA-2088,ChildA-2088-FAM,2/9/2005,INV2005010018,134.4,Credit Card,Family payment
PMID0000000001485,ChildA-2090,SUB002,3/2/2005,INV2005010019,939.25,Wire Transfer,Subsidy payment
PMID0000000001486,ChildA-2090,ChildA-2090-FAM,2/7/2005,INV2005010019,165.75,Credit Card,Family payment
PMID0000000001487,ChildA-2144,IND0456,2/4/2005,INV2005010020,1105,Credit Card,Family payment
PMID0000000001488,ChildA-2144,IND0456,2/5/2005,INV2005010021,896,ACH,Family payment
PMID0000000001489,ChildA-2448,IND0675,2/10/2005,INV2005010022,1323,ACH,Family payment
PMID0000000001490,ChildA-2482,IND0400,2/6/2005,INV2005010023,540,ACH,Family payment
PMID0000000001491,ChildA-1004,FAM0472,3/4/2005,INV2005020001,1500,ACH,Family payment
PMID0000000001492,ChildA-1038,IND0779,3/1/2005,INV2005020002,540,Credit Card,Family payment
PMID0000000001493,ChildA-1063,IND0401,3/10/2005,INV2005020003,896,ACH,Family payment
PMID0000000001494,ChildA-1075,SUB002,4/11/2005,INV2005020004,940.1,Wire Transfer,Subsidy payment
PMID0000000001495,ChildA-1075,ChildA-1075-FAM,3/7/2005,INV2005020004,165.9,Credit Card,Family payment
PMID0000000001496,ChildA-1083,FAM0809,3/25/2005,INV2005020005,1323,Credit Card,Family payment
PMID0000000001497,ChildA-1216,FAM0593,3/3/2005,INV2005020006,540,Credit Card,Family payment
PMID0000000001498,ChildA-1235,IND0524,3/2/2005,INV2005020007,1106,ACH,Family payment
PMID0000000001499,ChildA-1301,FAM0715,3/10/2005,INV2005020008,1105,Credit Card,Family payment
PMID0000000001500,ChildA-1308,FAM0024,2/28/2005,INV2005020009,1105,Check,Family payment
PMID0000000001501,ChildA-1308,FAM0024,3/1/2005,INV2005020010,540,ACH,Family payment
PMID0000000001502,ChildA-1368,FAM0570,3/1/2005,INV2005020011,540,Credit Card,Family payment
PMID0000000001503,ChildA-1420,FAM0409,3/1/2005,INV2005020012,1105,Credit Card,Family payment
PMID0000000001504,ChildA-1513,IND0266,3/10/2005,INV2005020013,1323,Credit Card,Family payment
PMID0000000001505,ChildA-1517,IND0738,3/8/2005,INV2005020014,1500,Credit Card,Family payment
PMID0000000001506,ChildA-1602,FAM0080,3/10/2005,INV2005020015,896,ACH,Family payment
PMID0000000001507,ChildA-1642,FAM0177,3/10/2005,INV2005020016,1106,Credit Card,Family payment
PMID0000000001508,ChildA-1740,FAM0483,3/9/2005,INV2005020017,896,Credit Card,Family payment
PMID0000000001509,ChildA-1750,FAM0506,3/3/2005,INV2005020018,1323,ACH,Family payment
PMID0000000001510,ChildA-2022,FAM0445,3/4/2005,INV2005020019,896,ACH,Family payment
PMID0000000001511,ChildA-2088,SUB002,4/11/2005,INV2005020020,761.6,Wire Transfer,Subsidy payment
PMID0000000001512,ChildA-2088,ChildA-2088-FAM,3/3/2005,INV2005020020,134.4,ACH,Family payment
PMID0000000001513,ChildA-2090,SUB002,4/11/2005,INV2005020021,939.25,Wire Transfer,Subsidy payment
PMID0000000001514,ChildA-2090,ChildA-2090-FAM,3/9/2005,INV2005020021,165.75,ACH,Family payment
PMID0000000001515,ChildA-2144,IND0456,3/3/2005,INV2005020022,896,Check,Family payment
PMID0000000001516,ChildA-2448,IND0675,3/10/2005,INV2005020023,1323,ACH,Family payment
PMID0000000001517,ChildA-2482,IND0400,3/4/2005,INV2005020024,540,Check,Family payment
PMID0000000001518,ChildA-1004,FAM0472,4/7/2005,INV2005030001,1500,Credit Card,Family payment
PMID0000000001519,ChildA-1038,IND0779,4/4/2005,INV2005030002,540,Check,Family payment
PMID0000000001520,ChildA-1063,IND0401,4/10/2005,INV2005030003,896,Check,Family payment
PMID0000000001521,ChildA-1075,SUB002,5/13/2005,INV2005030004,940.1,Agency ACH,Subsidy payment
PMID0000000001522,ChildA-1075,ChildA-1075-FAM,4/1/2005,INV2005030004,165.9,ACH,Family payment
PMID0000000001523,ChildA-1083,FAM0809,4/9/2005,INV2005030005,1323,Credit Card,Family payment
PMID0000000001524,ChildA-1216,FAM0593,4/1/2005,INV2005030006,540,Credit Card,Family payment
PMID0000000001525,ChildA-1235,IND0524,4/3/2005,INV2005030007,1106,ACH,Family payment
PMID0000000001526,ChildA-1301,FAM0715,4/4/2005,INV2005030008,1105,ACH,Family payment
PMID0000000001527,ChildA-1308,FAM0024,4/8/2005,INV2005030009,540,ACH,Family payment
PMID0000000001528,ChildA-1368,FAM0570,4/7/2005,INV2005030010,540,ACH,Family payment
PMID0000000001529,ChildA-1420,FAM0409,4/2/2005,INV2005030011,1105,Credit Card,Family payment
PMID0000000001530,ChildA-1513,IND0266,4/10/2005,INV2005030012,1323,ACH,Family payment
PMID0000000001531,ChildA-1517,IND0738,4/16/2005,INV2005030013,1500,Credit Card,Family payment
PMID0000000001532,ChildA-1602,FAM0080,4/6/2005,INV2005030014,896,Credit Card,Family payment
PMID0000000001533,ChildA-1642,FAM0177,4/10/2005,INV2005030015,1106,ACH,Family payment
PMID0000000001534,ChildA-1740,FAM0483,3/31/2005,INV2005030016,896,Check,Family payment
PMID0000000001535,ChildA-1750,FAM0506,4/3/2005,INV2005030017,1323,ACH,Family payment
PMID0000000001536,ChildA-2022,FAM0445,4/10/2005,INV2005030018,896,ACH,Family payment
PMID0000000001537,ChildA-2088,SUB002,4/25/2005,INV2005030019,761.6,Wire Transfer,Subsidy payment
PMID0000000001538,ChildA-2088,ChildA-2088-FAM,4/7/2005,INV2005030019,134.4,Check,Family payment
PMID0000000001539,ChildA-2090,SUB002,4/30/2005,INV2005030020,939.25,Wire Transfer,Subsidy payment
PMID0000000001540,ChildA-2090,ChildA-2090-FAM,4/2/2005,INV2005030020,165.75,ACH,Family payment
PMID0000000001541,ChildA-2090,SUB002,5/7/2005,INV2005030021,940.1,Wire Transfer,Subsidy payment
PMID0000000001542,ChildA-2090,ChildA-2090-FAM,4/8/2005,INV2005030021,165.9,Credit Card,Family payment
PMID0000000001543,ChildA-2144,IND0456,4/10/2005,INV2005030022,896,Credit Card,Family payment
PMID0000000001544,ChildA-2283,IND0505,3/31/2005,INV2005030023,896,Credit Card,Family payment
PMID0000000001545,ChildA-2448,IND0675,4/1/2005,INV2005030024,1323,ACH,Family payment
PMID0000000001546,ChildA-2482,IND0400,4/10/2005,INV2005030025,540,Check,Family payment
PMID0000000001547,ChildA-1004,FAM0472,5/5/2005,INV2005040001,1500,Check,Family payment
PMID0000000001548,ChildA-1038,IND0779,5/10/2005,INV2005040002,540,ACH,Family payment
PMID0000000001549,ChildA-1063,IND0401,5/6/2005,INV2005040003,896,Credit Card,Family payment
PMID0000000001550,ChildA-1075,SUB002,5/26/2005,INV2005040004,940.1,Agency ACH,Subsidy payment
PMID0000000001551,ChildA-1075,ChildA-1075-FAM,5/3/2005,INV2005040004,165.9,ACH,Family payment
PMID0000000001552,ChildA-1083,FAM0809,5/10/2005,INV2005040005,1323,Check,Family payment
PMID0000000001553,ChildA-1216,FAM0593,5/2/2005,INV2005040006,540,Check,Family payment
PMID0000000001554,ChildA-1235,IND0524,5/1/2005,INV2005040007,1106,Check,Family payment
PMID0000000001555,ChildA-1301,FAM0715,5/8/2005,INV2005040008,1105,ACH,Family payment
PMID0000000001556,ChildA-1308,FAM0024,5/7/2005,INV2005040009,540,ACH,Family payment
PMID0000000001557,ChildA-1368,FAM0570,5/4/2005,INV2005040010,540,Check,Family payment
PMID0000000001558,ChildA-1420,FAM0409,5/3/2005,INV2005040011,1105,ACH,Family payment
PMID0000000001559,ChildA-1513,IND0266,5/3/2005,INV2005040012,1323,Credit Card,Family payment
PMID0000000001560,ChildA-1517,IND0738,5/4/2005,INV2005040013,1500,ACH,Family payment
PMID0000000001561,ChildA-1642,FAM0177,5/10/2005,INV2005040014,1106,Check,Family payment
PMID0000000001562,ChildA-1740,FAM0483,5/5/2005,INV2005040015,847.76,Credit Card,Family payment
PMID0000000001563,ChildA-1750,FAM0506,5/9/2005,INV2005040016,1323,ACH,Family payment
PMID0000000001564,ChildA-2022,FAM0445,5/3/2005,INV2005040017,896,ACH,Family payment
PMID0000000001565,ChildA-2088,SUB002,5/30/2005,INV2005040018,761.6,Wire Transfer,Subsidy payment
PMID0000000001566,ChildA-2088,ChildA-2088-FAM,4/30/2005,INV2005040018,134.4,Credit Card,Family payment
PMID0000000001567,ChildA-2090,SUB002,5/15/2005,INV2005040019,940.1,Wire Transfer,Subsidy payment
PMID0000000001568,ChildA-2090,ChildA-2090-FAM,5/5/2005,INV2005040019,165.9,Credit Card,Family payment
PMID0000000001569,ChildA-2144,IND0456,5/4/2005,INV2005040020,896,Check,Family payment
PMID0000000001570,ChildA-2283,IND0505,5/2/2005,INV2005040021,896,Check,Family payment
PMID0000000001571,ChildA-2448,IND0675,5/1/2005,INV2005040022,1323,Check,Family payment
PMID0000000001572,ChildA-2482,IND0400,5/23/2005,INV2005040023,540,ACH,Family payment
PMID0000000001573,ChildA-1004,FAM0472,6/4/2005,INV2005050001,1500,Credit Card,Family payment
PMID0000000001574,ChildA-1038,IND0779,6/6/2005,INV2005050002,540,Credit Card,Family payment
PMID0000000001575,ChildA-1063,IND0401,6/2/2005,INV2005050003,896,Check,Family payment
PMID0000000001576,ChildA-1075,SUB002,7/2/2005,INV2005050004,829.5,Wire Transfer,Subsidy payment
PMID0000000001577,ChildA-1075,ChildA-1075-FAM,6/7/2005,INV2005050004,276.5,Check,Family payment
PMID0000000001578,ChildA-1083,FAM0809,6/7/2005,INV2005050005,1323,ACH,Family payment
PMID0000000001579,ChildA-1216,FAM0593,6/7/2005,INV2005050006,540,Check,Family payment
PMID0000000001580,ChildA-1235,IND0524,6/5/2005,INV2005050007,1106,ACH,Family payment
PMID0000000001581,ChildA-1301,FAM0715,6/8/2005,INV2005050008,1105,Check,Family payment
PMID0000000001582,ChildA-1308,FAM0024,5/31/2005,INV2005050009,540,ACH,Family payment
PMID0000000001583,ChildA-1368,FAM0570,6/3/2005,INV2005050010,540,Credit Card,Family payment
PMID0000000001584,ChildA-1420,FAM0409,6/10/2005,INV2005050011,1105,ACH,Family payment
PMID0000000001585,ChildA-1513,IND0266,6/1/2005,INV2005050012,1323,Credit Card,Family payment
PMID0000000001586,ChildA-1517,IND0738,6/10/2005,INV2005050013,1500,ACH,Family payment
PMID0000000001587,ChildA-1642,FAM0177,5/31/2005,INV2005050014,1106,ACH,Family payment
PMID0000000001588,ChildA-1740,FAM0483,6/5/2005,INV2005050015,896,ACH,Family payment
PMID0000000001589,ChildA-1750,FAM0506,6/2/2005,INV2005050016,1323,Credit Card,Family payment
PMID0000000001590,ChildA-2022,FAM0445,5/31/2005,INV2005050017,896,Check,Family payment
PMID0000000001591,ChildA-2088,SUB002,7/8/2005,INV2005050018,761.6,Agency ACH,Subsidy payment
PMID0000000001592,ChildA-2088,ChildA-2088-FAM,6/2/2005,INV2005050018,134.4,Credit Card,Family payment
PMID0000000001593,ChildA-2090,SUB002,6/22/2005,INV2005050019,940.1,Wire Transfer,Subsidy payment
PMID0000000001594,ChildA-2090,ChildA-2090-FAM,6/27/2005,INV2005050019,165.9,Check,Family payment
PMID0000000001595,ChildA-2144,IND0456,6/4/2005,INV2005050020,896,ACH,Family payment
PMID0000000001596,ChildA-2283,IND0505,6/10/2005,INV2005050021,896,ACH,Family payment
PMID0000000001597,ChildA-2448,IND0675,6/8/2005,INV2005050022,1323,Credit Card,Family payment
PMID0000000001598,ChildA-2482,IND0400,6/9/2005,INV2005050023,540,Check,Family payment
PMID0000000001599,ChildA-1004,FAM0472,7/9/2005,INV2005060001,1500,Credit Card,Family payment
PMID0000000001600,ChildA-1004,FAM0472,7/5/2005,INV2005060002,1323,Check,Family payment
PMID0000000001601,ChildA-1038,IND0779,7/7/2005,INV2005060003,540,ACH,Family payment
PMID0000000001602,ChildA-1063,IND0401,7/6/2005,INV2005060004,896,Credit Card,Family payment
PMID0000000001603,ChildA-1075,SUB002,7/17/2005,INV2005060005,940.1,Wire Transfer,Subsidy payment
PMID0000000001604,ChildA-1075,ChildA-1075-FAM,7/3/2005,INV2005060005,165.9,ACH,Family payment
PMID0000000001605,ChildA-1083,FAM0809,6/30/2005,INV2005060006,1323,Credit Card,Family payment
PMID0000000001606,ChildA-1216,FAM0593,7/10/2005,INV2005060007,540,Credit Card,Family payment
PMID0000000001607,ChildA-1235,IND0524,7/1/2005,INV2005060008,1106,Credit Card,Family payment
PMID0000000001608,ChildA-1301,FAM0715,7/20/2005,INV2005060009,1105,Credit Card,Family payment
PMID0000000001609,ChildA-1301,FAM0715,7/25/2005,INV2005060010,896,ACH,Family payment
PMID0000000001610,ChildA-1308,FAM0024,7/4/2005,INV2005060011,540,Credit Card,Family payment
PMID0000000001611,ChildA-1368,FAM0570,7/2/2005,INV2005060012,540,ACH,Family payment
PMID0000000001612,ChildA-1420,FAM0409,7/1/2005,INV2005060013,1105,Check,Family payment
PMID0000000001613,ChildA-1420,FAM0409,7/2/2005,INV2005060014,804.94,ACH,Family payment
PMID0000000001614,ChildA-1513,IND0266,7/9/2005,INV2005060015,1323,ACH,Family payment
PMID0000000001615,ChildA-1517,IND0738,7/5/2005,INV2005060016,1500,Credit Card,Family payment
PMID0000000001616,ChildA-1642,FAM0177,7/4/2005,INV2005060017,1106,Credit Card,Family payment
PMID0000000001617,ChildA-1740,FAM0483,6/30/2005,INV2005060018,810.35,Check,Family payment
PMID0000000001618,ChildA-1750,FAM0506,7/10/2005,INV2005060019,1323,Check,Family payment
PMID0000000001619,ChildA-1789,FAM0694,7/3/2005,INV2005060020,1323,Check,Family payment
PMID0000000001620,ChildA-2022,FAM0445,6/30/2005,INV2005060021,896,Check,Family payment
PMID0000000001621,ChildA-2088,SUB002,7/18/2005,INV2005060022,761.6,Agency ACH,Subsidy payment
PMID0000000001622,ChildA-2088,ChildA-2088-FAM,6/30/2005,INV2005060022,134.4,Check,Family payment
PMID0000000001623,ChildA-2090,SUB002,8/11/2005,INV2005060023,940.1,Wire Transfer,Subsidy payment
PMID0000000001624,ChildA-2090,ChildA-2090-FAM,7/6/2005,INV2005060023,165.9,Credit Card,Family payment
PMID0000000001625,ChildA-2144,IND0456,7/6/2005,INV2005060024,896,Check,Family payment
PMID0000000001626,ChildA-2283,IND0505,7/8/2005,INV2005060025,896,ACH,Family payment
PMID0000000001627,ChildA-2448,IND0675,7/30/2005,INV2005060026,1323,ACH,Family payment
PMID0000000001628,ChildA-1004,FAM0472,8/5/2005,INV2005070001,1323,Check,Family payment
PMID0000000001629,ChildA-1038,IND0779,8/7/2005,INV2005070002,540,Credit Card,Family payment
PMID0000000001630,ChildA-1063,IND0401,8/6/2005,INV2005070003,896,Check,Family payment
PMID0000000001631,ChildA-1075,SUB002,8/15/2005,INV2005070004,829.5,Agency ACH,Subsidy payment
PMID0000000001632,ChildA-1075,ChildA-1075-FAM,8/8/2005,INV2005070004,276.5,ACH,Family payment
PMID0000000001633,ChildA-1083,FAM0809,8/10/2005,INV2005070005,1323,Check,Family payment
PMID0000000001634,ChildA-1216,FAM0593,8/6/2005,INV2005070006,540,ACH,Family payment
PMID0000000001635,ChildA-1235,IND0524,8/2/2005,INV2005070007,1106,Credit Card,Family payment
PMID0000000001636,ChildA-1301,FAM0715,8/7/2005,INV2005070008,896,Credit Card,Family payment
PMID0000000001637,ChildA-1308,FAM0024,8/6/2005,INV2005070009,540,Check,Family payment
PMID0000000001638,ChildA-1368,FAM0570,7/31/2005,INV2005070010,540,ACH,Family payment
PMID0000000001639,ChildA-1420,FAM0409,8/8/2005,INV2005070011,896,ACH,Family payment
PMID0000000001640,ChildA-1492,IND0337,8/3/2005,INV2005070012,1500,Check,Family payment
PMID0000000001641,ChildA-1513,IND0266,8/5/2005,INV2005070013,1323,Check,Family payment
PMID0000000001642,ChildA-1513,IND0266,8/8/2005,INV2005070014,1106,Check,Family payment
PMID0000000001643,ChildA-1517,IND0738,8/7/2005,INV2005070015,1500,Credit Card,Family payment
PMID0000000001644,ChildA-1642,FAM0177,8/9/2005,INV2005070016,1106,ACH,Family payment
PMID0000000001645,ChildA-1726,IND0658,7/31/2005,INV2005070017,1106,Credit Card,Family payment
PMID0000000001646,ChildA-1740,FAM0483,8/5/2005,INV2005070018,896,Credit Card,Family payment
PMID0000000001647,ChildA-1750,FAM0506,8/7/2005,INV2005070019,1323,Check,Family payment
PMID0000000001648,ChildA-1789,FAM0694,8/2/2005,INV2005070020,1323,Credit Card,Family payment
PMID0000000001649,ChildA-1936,IND0612,7/31/2005,INV2005070021,896,Check,Family payment
PMID0000000001650,ChildA-2022,FAM0445,8/2/2005,INV2005070022,896,Check,Family payment
PMID0000000001651,ChildA-2088,SUB002,8/17/2005,INV2005070023,761.6,Wire Transfer,Subsidy payment
PMID0000000001652,ChildA-2088,ChildA-2088-FAM,8/3/2005,INV2005070023,134.4,ACH,Family payment
PMID0000000001653,ChildA-2090,SUB002,8/19/2005,INV2005070024,940.1,Wire Transfer,Subsidy payment
PMID0000000001654,ChildA-2090,ChildA-2090-FAM,8/7/2005,INV2005070024,165.9,Check,Family payment
PMID0000000001655,ChildA-2144,IND0456,8/2/2005,INV2005070025,896,Credit Card,Family payment
PMID0000000001656,ChildA-2283,IND0505,8/5/2005,INV2005070026,896,Check,Family payment
PMID0000000001657,ChildA-2448,IND0675,8/6/2005,INV2005070027,1323,ACH,Family payment
PMID0000000001658,ChildA-1004,FAM0472,8/31/2005,INV2005080001,1323,Check,Family payment
PMID0000000001659,ChildA-1038,IND0779,9/4/2005,INV2005080002,540,Credit Card,Family payment
PMID0000000001660,ChildA-1063,IND0401,9/4/2005,INV2005080003,896,ACH,Family payment
PMID0000000001661,ChildA-1075,SUB002,10/8/2005,INV2005080004,940.1,Wire Transfer,Subsidy payment
PMID0000000001662,ChildA-1075,ChildA-1075-FAM,9/19/2005,INV2005080004,165.9,ACH,Family payment
PMID0000000001663,ChildA-1083,FAM0809,9/9/2005,INV2005080005,1323,Credit Card,Family payment
PMID0000000001664,ChildA-1216,FAM0593,9/10/2005,INV2005080006,540,Credit Card,Family payment
PMID0000000001665,ChildA-1235,IND0524,9/8/2005,INV2005080007,1106,ACH,Family payment
PMID0000000001666,ChildA-1301,FAM0715,9/8/2005,INV2005080008,896,ACH,Family payment
PMID0000000001667,ChildA-1308,FAM0024,9/8/2005,INV2005080009,540,Credit Card,Family payment
PMID0000000001668,ChildA-1368,FAM0570,9/8/2005,INV2005080010,540,ACH,Family payment
PMID0000000001669,ChildA-1420,FAM0409,9/6/2005,INV2005080011,896,Credit Card,Family payment
PMID0000000001670,ChildA-1492,IND0337,9/10/2005,INV2005080012,1500,Credit Card,Family payment
PMID0000000001671,ChildA-1513,IND0266,9/1/2005,INV2005080013,1106,Credit Card,Family payment
PMID0000000001672,ChildA-1517,IND0738,9/3/2005,INV2005080014,1500,ACH,Family payment
PMID0000000001673,ChildA-1517,IND0738,9/10/2005,INV2005080015,1105,Credit Card,Family payment
PMID0000000001674,ChildA-1642,FAM0177,9/4/2005,INV2005080016,1106,Credit Card,Family payment
PMID0000000001675,ChildA-1726,IND0658,9/6/2005,INV2005080017,1106,Credit Card,Family payment
PMID0000000001676,ChildA-1740,FAM0483,9/3/2005,INV2005080018,896,Credit Card,Family payment
PMID0000000001677,ChildA-1750,FAM0506,9/6/2005,INV2005080019,1323,ACH,Family payment
PMID0000000001678,ChildA-1750,FAM0506,9/3/2005,INV2005080020,896,Check,Family payment
PMID0000000001679,ChildA-1789,FAM0694,9/8/2005,INV2005080021,1323,ACH,Family payment
PMID0000000001680,ChildA-1936,IND0612,9/10/2005,INV2005080022,896,Credit Card,Family payment
PMID0000000001681,ChildA-2022,FAM0445,9/6/2005,INV2005080023,896,ACH,Family payment
PMID0000000001682,ChildA-2088,SUB002,10/11/2005,INV2005080024,761.6,Agency ACH,Subsidy payment
PMID0000000001683,ChildA-2088,ChildA-2088-FAM,9/8/2005,INV2005080024,134.4,Check,Family payment
PMID0000000001684,ChildA-2088,SUB002,10/12/2005,INV2005080025,940.1,Agency ACH,Subsidy payment
PMID0000000001685,ChildA-2088,ChildA-2088-FAM,9/8/2005,INV2005080025,165.9,Credit Card,Family payment
PMID0000000001686,ChildA-2090,SUB002,9/26/2005,INV2005080026,829.5,Agency ACH,Subsidy payment
PMID0000000001687,ChildA-2090,ChildA-2090-FAM,9/4/2005,INV2005080026,276.5,Credit Card,Family payment
PMID0000000001688,ChildA-2144,IND0456,9/5/2005,INV2005080027,896,Check,Family payment
PMID0000000001689,ChildA-2283,IND0505,9/9/2005,INV2005080028,896,ACH,Family payment
PMID0000000001690,ChildA-2448,IND0675,9/21/2005,INV2005080029,1323,ACH,Family payment
PMID0000000001691,ChildA-1004,FAM0472,10/5/2005,INV2005090001,1323,Check,Family payment
PMID0000000001692,ChildA-1038,IND0779,10/9/2005,INV2005090002,540,Check,Family payment
PMID0000000001693,ChildA-1063,IND0401,10/9/2005,INV2005090003,896,ACH,Family payment
PMID0000000001694,ChildA-1083,FAM0809,10/7/2005,INV2005090004,1323,Check,Family payment
PMID0000000001695,ChildA-1216,FAM0593,10/9/2005,INV2005090005,540,Credit Card,Family payment
PMID0000000001696,ChildA-1235,IND0524,10/5/2005,INV2005090006,1106,Credit Card,Family payment
PMID0000000001697,ChildA-1301,FAM0715,10/23/2005,INV2005090007,896,Credit Card,Family payment
PMID0000000001698,ChildA-1308,FAM0024,10/10/2005,INV2005090008,540,Credit Card,Family payment
PMID0000000001699,ChildA-1368,FAM0570,10/1/2005,INV2005090009,540,Credit Card,Family payment
PMID0000000001700,ChildA-1420,FAM0409,10/9/2005,INV2005090010,896,Check,Family payment
PMID0000000001701,ChildA-1492,IND0337,10/1/2005,INV2005090011,1500,Credit Card,Family payment
PMID0000000001702,ChildA-1513,IND0266,10/3/2005,INV2005090012,1106,Credit Card,Family payment
PMID0000000001703,ChildA-1517,IND0738,10/1/2005,INV2005090013,1105,Check,Family payment
PMID0000000001704,ChildA-1642,FAM0177,9/30/2005,INV2005090014,1106,Credit Card,Family payment
PMID0000000001705,ChildA-1726,IND0658,10/5/2005,INV2005090015,1106,ACH,Family payment
PMID0000000001706,ChildA-1740,FAM0483,10/2/2005,INV2005090016,896,ACH,Family payment
PMID0000000001707,ChildA-1750,FAM0506,10/4/2005,INV2005090017,896,ACH,Family payment
PMID0000000001708,ChildA-1789,FAM0694,10/2/2005,INV2005090018,1323,ACH,Family payment
PMID0000000001709,ChildA-1936,IND0612,10/2/2005,INV2005090019,896,Check,Family payment
PMID0000000001710,ChildA-2022,FAM0445,10/1/2005,INV2005090020,896,ACH,Family payment
PMID0000000001711,ChildA-2088,SUB002,10/16/2005,INV2005090021,940.1,Agency ACH,Subsidy payment
PMID0000000001712,ChildA-2088,ChildA-2088-FAM,10/8/2005,INV2005090021,165.9,Check,Family payment
PMID0000000001713,ChildA-2090,SUB002,10/27/2005,INV2005090022,940.1,Agency ACH,Subsidy payment
PMID0000000001714,ChildA-2090,ChildA-2090-FAM,10/7/2005,INV2005090022,165.9,ACH,Family payment
PMID0000000001715,ChildA-2144,IND0456,10/4/2005,INV2005090023,896,Check,Family payment
